reviewText,overall,summary,asin,reviewerID,sentiment_label,review_word_count,review_char_count,full_text,vader_prediction,vader_compound,textblob_prediction,textblob_polarity
"I like the clear epoxies in general, but what I like about this one in particular is the longer work time. It claims 30 minutes, but I am getting 10-15 before it gets a little too viscous to work with(to be fair, I'm using it in an application where it needs to be pretty thin, so you might be okay with it thicker than I require). Regardless, that's a lot better than the 5-minute stuff when you need the extra time.",5.0,Love the longer work time,B000BO5CGW,A2G238PIUUG1XD,Positive,81,417,"Love the longer work time I like the clear epoxies in general, but what I like about this one in particular is the longer work time. It claims 30 minutes, but I am getting 10-15 before it gets a little too viscous to work with(to be fair, I'm using it in an application where it needs to be pretty thin, so you might be okay with it thicker than I require). Regardless, that's a lot better than the 5-minute stuff when you need the extra time.",Positive,0.9676,Positive,0.19810606060606062
"Every once in a while you will run across one that tears as you put it on, but perhaps I just pull too abruptly. I use these things for everything, chopping onions and peppers, mixing pesticide, working on cars, treating wounds on my skateboarder son. You name it and these will do it, just don't try to put them on when your hands are even the slightest bit damp, that doesn't work...EVER.",4.0,"Dynarex Black Nitrile Exam Gloves, Heavy-Duty, Powder Free, Medium",B002UFC3EY,A2YS46W9S4SKXB,Positive,72,390,"Dynarex Black Nitrile Exam Gloves, Heavy-Duty, Powder Free, Medium Every once in a while you will run across one that tears as you put it on, but perhaps I just pull too abruptly. I use these things for everything, chopping onions and peppers, mixing pesticide, working on cars, treating wounds on my skateboarder son. You name it and these will do it, just don't try to put them on when your hands are even the slightest bit damp, that doesn't work...EVER.",Positive,0.1779,Neutral,0.03611111111111112
This stuff is great and lasts a long time. Smooth not sticky and easy to warm if needed.,5.0,Great products used for years .,B0093J2GM4,AIFIR7HW14ONC,Positive,18,88,Great products used for years . This stuff is great and lasts a long time. Smooth not sticky and easy to warm if needed.,Positive,0.8269,Positive,0.4972222222222223
"Very happy with these budget calipers. I have used them for hobby projects for over a year now and I have no complaints. I currently use them at work as a reference only set of calipers. They are just as accurate as our high end industrial calipers, but they are a cheap non validated set that work great for quick measurements at my desk.",4.0,Very happy with these budget calipers,B001AQEZ2W,A14Z4I638VKNXX,Positive,64,339,"Very happy with these budget calipers Very happy with these budget calipers. I have used them for hobby projects for over a year now and I have no complaints. I currently use them at work as a reference only set of calipers. They are just as accurate as our high end industrial calipers, but they are a cheap non validated set that work great for quick measurements at my desk.",Positive,0.9277,Positive,0.4548148148148148
Great bottles. I bought stickers on Amazon for a song that work well as labels - plus they're fun and colorful.,5.0,Precisely as described.,B007Y8UX80,A1989WJVG7DHBK,Positive,21,111,Precisely as described. Great bottles. I bought stickers on Amazon for a song that work well as labels - plus they're fun and colorful.,Positive,0.8807,Positive,0.45000000000000007
Great!,5.0,Five Stars,B00INL0BTS,A7DMM2OH52HST,Positive,1,6,Five Stars Great!,Positive,0.6588,Positive,1.0
"I originally bought the Eagle UI-10-S Red Galvanized Steel Type I Gas Safety Can, 1 gallon Capacity, 8"" Height, 9"" Diameter back in December, opting not to purchase the funnel. And, unless you have another funnel or means to prevent spilling when pouring from it, you really need this Eagle F-15 Funnel, which is specifically designed for Eagle's 1 & 5 gallon cans. Don't get me wrong, the Galvanized Steel Type I Gas Safety Can is a great product, it's just very difficult to pour without some of the gas running down the side of the can, unless you're using a funnel. If you're going to spend the money to buy the canbuy it with the funnel. I finally bought it and it works perfectly!",5.0,"IF YOU BOUGHT THE 1 GAL EAGLE UI-10 GAS OR 5 GAL UI-50 SAFETY CAN, YOU NEED A FUNNEL",B0002YWNLS,A10042M3XO3NET,Positive,125,686,"IF YOU BOUGHT THE 1 GAL EAGLE UI-10 GAS OR 5 GAL UI-50 SAFETY CAN, YOU NEED A FUNNEL I originally bought the Eagle UI-10-S Red Galvanized Steel Type I Gas Safety Can, 1 gallon Capacity, 8"" Height, 9"" Diameter back in December, opting not to purchase the funnel. And, unless you have another funnel or means to prevent spilling when pouring from it, you really need this Eagle F-15 Funnel, which is specifically designed for Eagle's 1 & 5 gallon cans. Don't get me wrong, the Galvanized Steel Type I Gas Safety Can is a great product, it's just very difficult to pour without some of the gas running down the side of the can, unless you're using a funnel. If you're going to spend the money to buy the canbuy it with the funnel. I finally bought it and it works perfectly!",Positive,0.9634,Positive,0.10694444444444444
very good for use!,5.0,Five Stars,B0050GW73C,A34NJHI6IVRRI9,Positive,4,18,Five Stars very good for use!,Positive,0.54,Positive,1.0
outstanding quality but look for the best price. many places at many prices. Since I'm a prime member it came to me in a big box with free standard shipping. I love it!,5.0,outstanding quality but look for the best price. many places at many prices,B0001MSC84,A1LXDAUQ2L45XN,Positive,33,168,outstanding quality but look for the best price. many places at many prices outstanding quality but look for the best price. many places at many prices. Since I'm a prime member it came to me in a big box with free standard shipping. I love it!,Positive,0.9874,Positive,0.5020833333333333
"I am a sculptor and I am doing some construction. These gloves are tough, very tough. They are also comfortable and easy to wear a little loose. I don't like tight gloves. So far I have bought three boxes and I will keep buying them.",5.0,Very tough and comfortable,B002UF6NV8,AKJYKWQPHIYAW,Positive,45,233,"Very tough and comfortable I am a sculptor and I am doing some construction. These gloves are tough, very tough. They are also comfortable and easy to wear a little loose. I don't like tight gloves. So far I have bought three boxes and I will keep buying them.",Positive,0.5515,Neutral,-0.05096611721611721
"I bought this to check alkalinity in my reef tanks. Fast, easy and works well. Repeated testing shows that the system is relatively precise.",5.0,good alkalinity tester,B005FH2O6G,A1D7ZR0NYWI9FU,Positive,24,140,"good alkalinity tester I bought this to check alkalinity in my reef tanks. Fast, easy and works well. Repeated testing shows that the system is relatively precise.",Positive,0.7845,Positive,0.43333333333333335
heavy duty,5.0,heavy duty,B000B4GTX2,ADIR7WCXTAK9Q,Positive,2,10,heavy duty heavy duty,Neutral,0.0,Negative,-0.2
"Using these reminds me of the Spatula City add in Wierd Al Yankovich's movie UHF, which is awesome. They're also very good spatulas. Don't expect them to be bowl shaped at all--they're for chemistry labs.",5.0,Worthy to be a Spatula City product,B0061OT1A4,AYWAAHK6I21PK,Positive,35,204,"Worthy to be a Spatula City product Using these reminds me of the Spatula City add in Wierd Al Yankovich's movie UHF, which is awesome. They're also very good spatulas. Don't expect them to be bowl shaped at all--they're for chemistry labs.",Positive,0.8805,Positive,0.7477777777777778
Excellent product as advertised!,5.0,Five Stars,B0000DH8I8,A34Y2UA4SWAXJ8,Positive,4,32,Five Stars Excellent product as advertised!,Positive,0.6114,Positive,1.0
"I rigged up a large shade sail with this stuff and some nicopress fittings and turnbuckles, and cranked it down tight. It lasted for a couple years, until a giant wind gust slapped the place, which ripped the shade sail and snapped off the 4x4"" post to which it was anchored, throwing the whole mess across the driveway. The turnbuckles got bent, and they were pretty burly. The wire rope, however, was fine. For an engineered use, call an engineer, but for any household rigging, this ought to be plenty strong. They say 340 lbs breaking strength, but that's some sort of absurd legal nonsense; the real minimum breaking strength is more like 1700 lbs according to our friend Google. Stainless, so it stays pretty, even outside, forever. This is about the biggest cable you can make a reasonably small eyelet in, and I never need anything bigger for random rigging. This and 1/16"" do everything for me.",5.0,"Awesome, strong",B000NCS6GK,A17OA5A06LI2C1,Positive,158,903,"Awesome, strong I rigged up a large shade sail with this stuff and some nicopress fittings and turnbuckles, and cranked it down tight. It lasted for a couple years, until a giant wind gust slapped the place, which ripped the shade sail and snapped off the 4x4"" post to which it was anchored, throwing the whole mess across the driveway. The turnbuckles got bent, and they were pretty burly. The wire rope, however, was fine. For an engineered use, call an engineer, but for any household rigging, this ought to be plenty strong. They say 340 lbs breaking strength, but that's some sort of absurd legal nonsense; the real minimum breaking strength is more like 1700 lbs according to our friend Google. Stainless, so it stays pretty, even outside, forever. This is about the biggest cable you can make a reasonably small eyelet in, and I never need anything bigger for random rigging. This and 1/16"" do everything for me.",Positive,0.9821,Positive,0.12088057445200304
Just put this on my Wanhao i3 clone and it doesn't even get warm when I crank the bed all the way up to 120c. Would have given it 5 stars but the signal wire has a stripe on it which I almost wired up to the positive signal out from the melzi board till I looked closely at the Biqu board and a tiny + was on the side without the stripe.,4.0,Just put this on my Wanhao i3 clone and it ...,B01HEQVQAK,A22VFC1ZHBAFRZ,Positive,73,337,Just put this on my Wanhao i3 clone and it ... Just put this on my Wanhao i3 clone and it doesn't even get warm when I crank the bed all the way up to 120c. Would have given it 5 stars but the signal wire has a stripe on it which I almost wired up to the positive signal out from the melzi board till I looked closely at the Biqu board and a tiny + was on the side without the stripe.,Positive,0.6775,Positive,0.27575757575757576
"Purchased the USB3.0 version - very happy, display is nice and easy to read - function button takes some getting used to but I got it.",5.0,USB3.0 version has great features,B00XL2Y8L6,A1PPLJ8OCPGO7M,Positive,26,134,"USB3.0 version has great features Purchased the USB3.0 version - very happy, display is nice and easy to read - function button takes some getting used to but I got it.",Positive,0.7843,Positive,0.7083333333333333
"Unlike some other reviewers who make candles/soap or work with lead, I don't have a recurring use case for needing a accurate, non-contact temperature readings. Which doesn't mean this isn't great fun, and potentially very useful. Here are some remotely measured temperature values (all Fahrenheit from around the house): Freezer compartment (kitchen refrigerator/freezer): -10.3 degrees Freezer compartment (garage refrigerator/freezer): 2.0 degrees Refrigerator compartment (kitchen refrigerator/freezer): 38.8 degrees Refrigerator compartment (garage refrigerator/freezer): 43.3 degrees Dog's back (short hair, indoors): 88.1 degrees Dog's belly (exposed skin): 92.3 degrees Own cheek (interior): 98.4 degrees Own skin (forearm): 91.2 degrees Grass at dusk (ambient air temp: 77 degrees): 64 degrees Asphalt driveway at dusk (after daytime high of 83 degrees): 78 degrees No wonder the cat sleeps on the driveway. All of these temperatures are where I would expect them to fall, and so I'm confident of the claimed ""plus/minus 2 degrees (C) accuracy. Unit ships with a 9V battery and a decent user guide. Select with confidence. Note: This item provided for review purposes.",5.0,Who knew a thermometer could be so much fun...,B00JCFPODM,A3CW0ZLUO5X2B1,Positive,171,1177,"Who knew a thermometer could be so much fun... Unlike some other reviewers who make candles/soap or work with lead, I don't have a recurring use case for needing a accurate, non-contact temperature readings. Which doesn't mean this isn't great fun, and potentially very useful. Here are some remotely measured temperature values (all Fahrenheit from around the house): Freezer compartment (kitchen refrigerator/freezer): -10.3 degrees Freezer compartment (garage refrigerator/freezer): 2.0 degrees Refrigerator compartment (kitchen refrigerator/freezer): 38.8 degrees Refrigerator compartment (garage refrigerator/freezer): 43.3 degrees Dog's back (short hair, indoors): 88.1 degrees Dog's belly (exposed skin): 92.3 degrees Own cheek (interior): 98.4 degrees Own skin (forearm): 91.2 degrees Grass at dusk (ambient air temp: 77 degrees): 64 degrees Asphalt driveway at dusk (after daytime high of 83 degrees): 78 degrees No wonder the cat sleeps on the driveway. All of these temperatures are where I would expect them to fall, and so I'm confident of the claimed ""plus/minus 2 degrees (C) accuracy. Unit ships with a 9V battery and a decent user guide. Select with confidence. Note: This item provided for review purposes.",Positive,0.8296,Positive,0.2452777777777778
Great product,5.0,Great price,B003Y49R7G,A4GS8B8G3Q7QE,Positive,2,13,Great price Great product,Positive,0.8481,Positive,0.8
These are the best I have found. The cone-like center offers some additional dampening so they are very quiet. I have put them everywhere...somewhat addictive.,5.0,Great impact and sound dampening for cabinet doors.,B0075E9T2Y,A2M46TW89BIJBM,Positive,25,159,Great impact and sound dampening for cabinet doors. These are the best I have found. The cone-like center offers some additional dampening so they are very quiet. I have put them everywhere...somewhat addictive.,Positive,0.8519,Positive,0.31428571428571433
"Oddly, I had a little trouble with the black Hatchbox PLA filament, yet this red was just fine. Hatchbox needs a little help sticking to the base plate on my ROBO, so the plate gets a shot of hairspray to help it stick. Every printer has it's little quirks, just like each sewing machine has its own personality. This one worked out nicely in my printer, ending in clean fabrications.",5.0,Nice Red PLA,B00J0GO8I0,A2YKWYC3WQJX5J,Positive,70,384,"Nice Red PLA Oddly, I had a little trouble with the black Hatchbox PLA filament, yet this red was just fine. Hatchbox needs a little help sticking to the base plate on my ROBO, so the plate gets a shot of hairspray to help it stick. Every printer has it's little quirks, just like each sewing machine has its own personality. This one worked out nicely in my printer, ending in clean fabrications.",Positive,0.9207,Neutral,0.049107142857142856
"Bug Restoration. I'm in the midst of a VW Bug restoration and am getting tired have getting over charged for small simple grommets. I bought this variety pack and they fit great and are working perfectly. Save yourself some money, this pack works just fine.",5.0,"To Bug, or not to bug.  That is the question.",B000OUZB8C,A2F91L8SQH2KGU,Positive,45,257,"To Bug, or not to bug.  That is the question. Bug Restoration. I'm in the midst of a VW Bug restoration and am getting tired have getting over charged for small simple grommets. I bought this variety pack and they fit great and are working perfectly. Save yourself some money, this pack works just fine.",Positive,0.9022,Positive,0.28095238095238095
Works as advertised.,4.0,Get Stuck today,B001005TX2,A1OB2H416ARLFJ,Positive,3,20,Get Stuck today Works as advertised.,Negative,-0.25,Neutral,0.0
I love irwin step bits and this one wasn't an exception. Took out nice soft copper very easily. with no real signs of wear after going through about 1/4 of copper.,5.0,Always happy with irwin step bits.,B00004THYY,A1D2ZNNV87AKX,Positive,31,163,Always happy with irwin step bits. I love irwin step bits and this one wasn't an exception. Took out nice soft copper very easily. with no real signs of wear after going through about 1/4 of copper.,Positive,0.8985,Positive,0.41055555555555556
This sanding disc last just as long as some of the high dollar ones that I have used in the past. Great value for your money. I used this disc for grinding down welds for seamless weld lines along grinding steel for shaping corners and angles in metal fabrication. I will order this product again.,5.0,Great value for your money,B015YKJCHM,A1QQ7N6OCDQM90,Positive,55,297,Great value for your money This sanding disc last just as long as some of the high dollar ones that I have used in the past. Great value for your money. I used this disc for grinding down welds for seamless weld lines along grinding steel for shaping corners and angles in metal fabrication. I will order this product again.,Positive,0.9186,Positive,0.17555555555555558
Perfect!,5.0,Great to find replacements for these lockers,B011LVVIS4,ASJDWJJ7YXH9O,Positive,1,8,Great to find replacements for these lockers Perfect!,Positive,0.8439,Positive,0.9
Worked well for my 3d printer filament box. Enough space to clear 1.75mm filament. Takes a long time to ship.,5.0,exactly what I needed.,B009ERTLRI,A16CJE46CQ3OP,Positive,20,109,exactly what I needed. Worked well for my 3d printer filament box. Enough space to clear 1.75mm filament. Takes a long time to ship.,Positive,0.5719,Neutral,0.075
"I love this glass bed, everything is perfect. The glass arrived in perfect condition, no scratch or chip. The bed conducts heat nicely so PLA stick well to the plate, no warping so far. This bed is definitely worth in the long run, much better than using painter's tape.",5.0,I love this glass bed,B00QQ5Q3BI,AQV70AO9ZA9MK,Positive,49,270,"I love this glass bed I love this glass bed, everything is perfect. The glass arrived in perfect condition, no scratch or chip. The bed conducts heat nicely so PLA stick well to the plate, no warping so far. This bed is definitely worth in the long run, much better than using painter's tape.",Positive,0.9755,Positive,0.49444444444444446
I bought this for my grandson so it could hold things he worked on with his dremel tools. It is of good quality and functions as advertised. Very pleased with the product and would recommend it to others.,5.0,Very Good Universal Vise,B0013E2AQY,A1KJ4Y1LD88R51,Positive,38,204,Very Good Universal Vise I bought this for my grandson so it could hold things he worked on with his dremel tools. It is of good quality and functions as advertised. Very pleased with the product and would recommend it to others.,Positive,0.8953,Positive,0.565
Works very well compared to any other brand.,5.0,Perfect,B00HWRO744,A18Z4PYBB9L9RY,Positive,8,44,Perfect Works very well compared to any other brand.,Positive,0.7264,Positive,0.35833333333333334
"Great little package. Would've liked carbon resistors rather than metal-film, but at this price, who really cares?",4.0,Four Stars,B0060FGA8A,A1DMCUMOHBEBES,Positive,17,114,"Four Stars Great little package. Would've liked carbon resistors rather than metal-film, but at this price, who really cares?",Positive,0.8297,Positive,0.35312499999999997
This stuff works great... I put it in my Humvee but with all this political stull going on right now I had to wrap it around my head so it wouldn't explode and amazingly it is working. I might have a little oozing but as of right now my brain is still intact and my skull is not fractured.,5.0,This stuff works great..,B01H2SH92Y,A3EXE7PM89K4C,Positive,59,289,This stuff works great.. This stuff works great... I put it in my Humvee but with all this political stull going on right now I had to wrap it around my head so it wouldn't explode and amazingly it is working. I might have a little oozing but as of right now my brain is still intact and my skull is not fractured.,Positive,0.743,Positive,0.3691326530612245
"Good, sturdy cart... makes taking the trash bins to the curb a lot more convenient. Specifications state that it'll accept 200 lb per bucket, however this cart seems to be able to take much more weight then that. Very well built.",5.0,Rock solid,B00006ICOR,ASY25YMTIC2A9,Positive,41,229,"Rock solid Good, sturdy cart... makes taking the trash bins to the curb a lot more convenient. Specifications state that it'll accept 200 lb per bucket, however this cart seems to be able to take much more weight then that. Very well built.",Positive,0.8173,Positive,0.4000000000000001
I only buy hatchbox. I have ordered 3 spools in the last month. This is the only plastic I can start a long print and walk away and not have to worry about it failing.,5.0,I only buy hatchbox. I have ordered 3 spools ...,B00MEZDRPO,A1OKDHMFVKA1W,Positive,35,167,I only buy hatchbox. I have ordered 3 spools ... I only buy hatchbox. I have ordered 3 spools in the last month. This is the only plastic I can start a long print and walk away and not have to worry about it failing.,Negative,-0.2249,Neutral,-0.01
works great,4.0,Four Stars,B0011YY9YM,A2K4W5KAT62SF,Positive,2,11,Four Stars works great,Positive,0.6249,Positive,0.8
great product,5.0,Five Stars,B00DRALJ28,A139KWDSEDWNBH,Positive,2,13,Five Stars great product,Positive,0.6249,Positive,0.8
Works well.,4.0,Works well.,B00G9IEMJM,A1UVOX5WGQ8SI2,Positive,2,11,Works well. Works well.,Positive,0.4939,Neutral,0.0
"Same feelings for this as I have for the translucent magenta from eSun. This stuff is gorgeous. Be prepared for a challenge if you're not used to PETG, and be sure to read eSun's specific advisories for their PETG formulations. You'll regret ignoring them ;) If you want an amazing effect, pair their translucent ('transparent') colors with ""Natural PETG"" from eSun.",5.0,") If you want an amazing effect, pair their translucent ('transparent') colors with ""Natural ...",B00PRY1792,A3SABME21FQ1AA,Positive,61,366,") If you want an amazing effect, pair their translucent ('transparent') colors with ""Natural ... Same feelings for this as I have for the translucent magenta from eSun. This stuff is gorgeous. Be prepared for a challenge if you're not used to PETG, and be sure to read eSun's specific advisories for their PETG formulations. You'll regret ignoring them ;) If you want an amazing effect, pair their translucent ('transparent') colors with ""Natural PETG"" from eSun.",Positive,0.9524,Positive,0.31666666666666665
"Item as expected, shipped on time!",5.0,Five Stars,B014YTPFT8,A1IYHHZZ4HO6VF,Positive,6,34,"Five Stars Item as expected, shipped on time!",Neutral,0.0,Negative,-0.125
"good screws, less than half the price of the big box stores",5.0,"good assorment, good price",B00VDRKMTS,A32UJ87I6YGQMJ,Positive,12,59,"good assorment, good price good screws, less than half the price of the big box stores",Positive,0.7717,Positive,0.29444444444444434
Worked well for my wet weather application. Seems very strong and can saw and drill it as needed. Good stuff.,5.0,Works well in place of plywood.,B000ILG0E6,A38SM7EBWR16C8,Positive,20,109,Works well in place of plywood. Worked well for my wet weather application. Seems very strong and can saw and drill it as needed. Good stuff.,Positive,0.8655,Positive,0.3877777777777778
"If you ever store things... move things... like to keep things that belong together that go together while they are being store... you NEED these. I love that remotes don't get lost on stuff we are storing. I love that we can keep screws and such (like special allen wrenches) attached to the item we are using or storing. If you're moving... they are a MUST have. Will save a lot stress when trying to find stuff when you get where you're going. Now... these particular ""dispensers"" are just cardboard. You CAN get them that have a plastic ""spinner"" handle which can be nice. BUT... these do work and are cheaper.",5.0,Plastic stretch wrap cardboard dispensers,B01BY3DW9W,A14B4MJ7KZE63B,Positive,111,614,"Plastic stretch wrap cardboard dispensers If you ever store things... move things... like to keep things that belong together that go together while they are being store... you NEED these. I love that remotes don't get lost on stuff we are storing. I love that we can keep screws and such (like special allen wrenches) attached to the item we are using or storing. If you're moving... they are a MUST have. Will save a lot stress when trying to find stuff when you get where you're going. Now... these particular ""dispensers"" are just cardboard. You CAN get them that have a plastic ""spinner"" handle which can be nice. BUT... these do work and are cheaper.",Positive,0.8635,Positive,0.353968253968254
good stuf,5.0,Five Stars,B00MUT58Y2,A39R9GUBPVODKL,Positive,2,9,Five Stars good stuf,Positive,0.4404,Positive,0.7
"This was easy to put together, and it was easy to fill with hot water and the enclosed cleaning solution. It sucks up the water thoroughly (not leaving it soggy wet) and it cleaned the carpets really well. It only has the one tank where you mix the hot water and the cleaning solution together, but the tank is large enough to finish an entire room (where we previously have had to refill once or twice to finish our living room). The brushes seem to work really well and you could see where you had run the machine over the carpet, and where you had not. This helped make the carpet feel softer after the entire process was done. We vacuum the carpet, run the shampoo over the carpet with the cleaning solution, and then using a tank of just hot water, run the machine one more time, let the carpet dry and then vacuum. It looks great when it's done, and since it sucks up the water really well it dries quicker than other machines we have used. The cord did not get hot during use. It is a simple, sturdy carpet cleaner with no bells or whistles, but does exactly as advertised.",4.0,Large enough tank to finish an entire room without the need to refill,B00006I9X4,A2CRIQOX1SYA3I,Positive,204,1080,"Large enough tank to finish an entire room without the need to refill This was easy to put together, and it was easy to fill with hot water and the enclosed cleaning solution. It sucks up the water thoroughly (not leaving it soggy wet) and it cleaned the carpets really well. It only has the one tank where you mix the hot water and the cleaning solution together, but the tank is large enough to finish an entire room (where we previously have had to refill once or twice to finish our living room). The brushes seem to work really well and you could see where you had run the machine over the carpet, and where you had not. This helped make the carpet feel softer after the entire process was done. We vacuum the carpet, run the shampoo over the carpet with the cleaning solution, and then using a tank of just hot water, run the machine one more time, let the carpet dry and then vacuum. It looks great when it's done, and since it sucks up the water really well it dries quicker than other machines we have used. The cord did not get hot during use. It is a simple, sturdy carpet cleaner with no bells or whistles, but does exactly as advertised.",Positive,0.9425,Positive,0.11621510673234814
Great!,5.0,Five Stars,B0018LNQ0Q,A3VG4KT1LIPH1T,Positive,1,6,Five Stars Great!,Positive,0.6588,Positive,1.0
As expected,4.0,As expected,B005UUQNQA,A3GWF0WF1BC81C,Positive,2,11,As expected As expected,Neutral,0.0,Neutral,-0.1
Great for drilling and tapping,5.0,Works great,B00MUT58Y2,A3BSR1TPMAXW3T,Positive,5,30,Works great Great for drilling and tapping,Positive,0.8481,Positive,0.8
I have had one of these for many years and assumed it was accurate. I moved into a townhouse and I have excess moisture in my basement and had to buy a de humidifier to get rid of the moisture. I bought two more of these and have the three of them side by side. The temperature is the same on all three but there are three different readings for the humidity. I don't want to invest in another dehumidifier for my other floors if I don't have too. It is important because if it is 55% or above there is an issue. The three readings are 53 56 and 59. My first one on the left is the only one within the normal range. Does anyone know why this may happen.,4.0,Not accurate,B00DRALJ28,A1JRTDAD17WBQT,Positive,132,653,Not accurate I have had one of these for many years and assumed it was accurate. I moved into a townhouse and I have excess moisture in my basement and had to buy a de humidifier to get rid of the moisture. I bought two more of these and have the three of them side by side. The temperature is the same on all three but there are three different readings for the humidity. I don't want to invest in another dehumidifier for my other floors if I don't have too. It is important because if it is 55% or above there is an issue. The three readings are 53 56 and 59. My first one on the left is the only one within the normal range. Does anyone know why this may happen.,Positive,0.2185,Positive,0.14423076923076922
Five stars says it all.,5.0,Five Stars,B0053PYAWQ,A3PNNCZRLMXJXA,Positive,5,23,Five Stars Five stars says it all.,Neutral,0.0,Neutral,0.0
"Great quality bare wire. Ideal for what I needed, Seems to be pure copper, very flexible and takes solder very well.",5.0,Good quality bare copper wire,B000IJU1ZW,A2WWBIJEHH502,Positive,21,116,"Good quality bare copper wire Great quality bare wire. Ideal for what I needed, Seems to be pure copper, very flexible and takes solder very well.",Positive,0.9323,Positive,0.38928571428571435
"Good clamp, and doe's the job. nuf said",5.0,"Good clamp, and is working well.",B00XAK7E6A,A1RJKTYC03L0JY,Positive,8,39,"Good clamp, and is working well. Good clamp, and doe's the job. nuf said",Positive,0.7845,Positive,0.7
good to have around.,5.0,Five Stars,B000NV8T5Y,A3FTLJ7NU8BKHY,Positive,4,20,Five Stars good to have around.,Positive,0.4404,Positive,0.7
"Works great, but it's very big. About the size of a small dinner plate. I bought it for my cubicle but I had to obscure half of it behind my monitor. When it was fully exposed people kept looking at themselves in the mirror when they walked past, ruining the point entirely.",5.0,"Works great, but it's very big",B002FTOFVY,A3CGZC2MLYFVKK,Positive,52,274,"Works great, but it's very big Works great, but it's very big. About the size of a small dinner plate. I bought it for my cubicle but I had to obscure half of it behind my monitor. When it was fully exposed people kept looking at themselves in the mirror when they walked past, ruining the point entirely.",Positive,0.7356,Neutral,0.05925925925925926
Exactly as described,5.0,Five Stars,B000F76VBK,AFDV5QEESQVBK,Positive,3,20,Five Stars Exactly as described,Neutral,0.0,Positive,0.25
These are low cost and work great for my pond.,5.0,Five Stars,B00AB5XBGY,A1I947AYYVP521,Positive,10,46,Five Stars These are low cost and work great for my pond.,Positive,0.4588,Positive,0.4
Great quality LEDs. I used them for my guitar pedal and they work perfect!,5.0,Great quality and nice and bright.,B00UWBJM0Q,A3RCJDG26PLNTZ,Positive,14,74,Great quality and nice and bright. Great quality LEDs. I used them for my guitar pedal and they work perfect!,Positive,0.9577,Positive,0.78
"As others have noted, this is a fairly light-weight product, not one that appears to be made to handle any amount of abuse. That being said, it does have both NC and NO contacts, is easy to mount, and works fine (for now). My suggestion: at this price, buy two of them so you'll have a spare when the first one gives out.",4.0,Lightweight (don't pound on it!),B004U4911Q,APN50UILUQ3FZ,Positive,63,321,"Lightweight (don't pound on it!) As others have noted, this is a fairly light-weight product, not one that appears to be made to handle any amount of abuse. That being said, it does have both NC and NO contacts, is easy to mount, and works fine (for now). My suggestion: at this price, buy two of them so you'll have a spare when the first one gives out.",Negative,-0.5754,Positive,0.45
Have run two rolls of this now and it does print well with very few clogs. Overhangs are 5-40 deg decent with a fan and 45+ deg are excellent.,4.0,Good filament,B00ME7A1II,APZUGYNAG9D3S,Positive,29,142,Good filament Have run two rolls of this now and it does print well with very few clogs. Overhangs are 5-40 deg decent with a fan and 45+ deg are excellent.,Positive,0.875,Positive,0.4016666666666666
A good grease for use around food.,5.0,Food Grade Lube,B00X4N3SLI,A169ZYVW0IYZJC,Positive,7,34,Food Grade Lube A good grease for use around food.,Positive,0.4404,Positive,0.7
"Picks up debris really well, and the charge lasts enough to clean several rooms.",5.0,Five Stars,B00C351GBC,A2I64I62LBXLE2,Positive,14,80,"Five Stars Picks up debris really well, and the charge lasts enough to clean several rooms.",Positive,0.624,Positive,0.14166666666666666
little box of clamps works good,4.0,Four Stars,B001HWGMBG,A1QLBWM0R0HL22,Positive,6,31,Four Stars little box of clamps works good,Positive,0.4404,Positive,0.25625
Just what I needed,5.0,Buy them. Well worth the price,B00002NC3K,ADC77RCP7JYWE,Positive,4,18,Buy them. Well worth the price Just what I needed,Positive,0.4588,Positive,0.3
god product,5.0,Five Stars,B00O9YQQJM,AQYY3BERPWKB2,Positive,2,11,Five Stars god product,Positive,0.2732,Neutral,0.0
Using this in wine making. Long enough to cut in quarters so I actually have four to use.,4.0,Very good,B01CGVJ9QG,A2P2QJXEQU5BIM,Positive,18,89,Very good Using this in wine making. Long enough to cut in quarters so I actually have four to use.,Positive,0.2716,Positive,0.21499999999999997
Surpassed my expectations. Very accurate extremely fast results. No calibration solutions or mixtures to make simply dip and match.,5.0,Dip and match simple and effective,B00S730YWG,A2HE8K67V7CEQX,Positive,19,131,Dip and match simple and effective Surpassed my expectations. Very accurate extremely fast results. No calibration solutions or mixtures to make simply dip and match.,Neutral,0.0305,Positive,0.264
"This was my first time trying 3D Solutech and I have to say I am impressed with the print quality, value, and price. Right now for PLA, the 3D Solutech will be my go-to brand. I got the red (called real red) -- though it is more of a really hot pink than a true red. As for the print quality it was smooth, consistent with a great finish. I normally print most of my PLA at 210 but this worked well at about 200 C. Aside from the Hot Pink color of the red -- I am very happy with the quality of this PLA. I will be back for more from this brand.",5.0,"Quality, Value, and Price -- but Hot Pink?",B00ME7424W,A3FJW2P6MNJG9I,Positive,115,545,"Quality, Value, and Price -- but Hot Pink? This was my first time trying 3D Solutech and I have to say I am impressed with the print quality, value, and price. Right now for PLA, the 3D Solutech will be my go-to brand. I got the red (called real red) -- though it is more of a really hot pink than a true red. As for the print quality it was smooth, consistent with a great finish. I normally print most of my PLA at 210 but this worked well at about 200 C. Aside from the Hot Pink color of the red -- I am very happy with the quality of this PLA. I will be back for more from this brand.",Positive,0.9807,Positive,0.2798136645962733
